"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.402869250E0,-5.389701128E-1,-3.114891052E-1,6.237563491E-1
2.422722250E0,-8.951124549E-1,-7.091274858E-1,6.810290217E-1
2.442576250E0,-1.227856994E0,-7.680526972E-1,9.041296840E-1
2.462429250E0,-1.198599458E0,-6.912080050E-1,9.305409193E-1
2.482282250E0,-4.195231497E-1,-7.315068245E-1,8.333862424E-1
2.502136250E0,8.744862676E-2,-8.095823526E-1,9.913718104E-1
2.521989250E0,2.728604376E-1,-7.381734252E-1,1.025699496E0
2.541842250E0,2.108325511E-1,-3.224145472E-1,6.797270775E-1
2.561696250E0,-1.387679875E-1,-3.278695047E-2,2.906081378E-1
2.581549250E0,-4.434658885E-1,8.442892879E-2,-1.265494674E-1
2.601402250E0,-3.467032611E-1,-2.740356922E-1,-3.945549726E-1
2.621256250E0,-1.007123068E-1,-8.012483120E-1,-3.786965311E-1
2.641109250E0,1.003614143E-1,-1.031006932E0,-1.959573179E-1
2.660962250E0,2.839810587E-2,-1.087605119E0,1.323881745E-1
2.680816250E0,-5.437941104E-2,-1.216734886E0,2.334273309E-1
2.700669250E0,-2.836978436E-2,-8.173483610E-1,9.575320780E-2
2.720522250E0,-2.857490443E-3,-4.161971509E-1,-1.267793681E-2
2.740376250E0,-9.933171794E-3,-3.850842714E-1,3.206248581E-2
2.760229250E0,7.182832342E-4,-6.585405469E-1,3.732100129E-2
2.780082250E0,-2.618291415E-2,-8.981627226E-1,5.420643836E-2
2.799936250E0,1.804517955E-2,-6.315956116E-1,-1.121897064E-2
2.819789792E0,1.003929228E-1,-1.225944012E-1,1.193603594E-2
2.839642792E0,9.093796834E-3,8.037216961E-2,1.171057299E-1
2.859496792E0,-1.006652787E-1,-2.461996228E-1,1.819852889E-1
2.879349792E0,-1.602365673E-1,-3.985157907E-1,8.627275378E-2
2.899202792E0,-3.252852857E-1,-3.323733509E-1,1.567939818E-1
2.919056792E0,-5.035861731E-1,-3.894368708E-1,2.932598591E-1
2.938909792E0,-6.987565756E-1,-5.109190345E-1,1.841566563E-1
2.958762792E0,-1.129043818E0,-8.601698875E-1,-1.076045353E-2
2.978615792E0,-1.430778623E0,-9.068526626E-1,-2.313127369E-1
2.998469792E0,-1.348599076E0,-7.891731262E-1,-2.566910386E-1
3.018322792E0,-1.277383447E0,-3.605766892E-1,-3.183208704E-1
3.038175792E0,-8.807868361E-1,-1.791474223E-1,-4.346072078E-1
3.058029792E0,-7.099643946E-1,-5.772820860E-2,-3.392108679E-1
3.077882792E0,-4.402120113E-1,3.345695138E-2,4.040667415E-1
3.097735792E0,-8.706775308E-2,7.347968221E-2,1.013277650E0
3.117589792E0,4.030045271E-1,4.318772256E-2,6.778214574E-1
3.137442792E0,9.348392487E-1,-9.173841476E-1,2.697992027E-1
3.157295792E0,1.088183045E0,-1.848609567E0,-9.550660849E-2
3.177149792E0,8.648705482E-1,-1.381944418E0,-2.646690309E-1
3.197002792E0,4.270634949E-1,-5.924023986E-1,-3.759073019E-1
3.216855792E0,3.252562582E-1,-4.508999884E-1,-3.318342865E-1
3.236709792E0,4.022985399E-1,-5.892857909E-1,-1.895695925E-1
3.256562792E0,4.816021323E-1,-7.529206276E-1,1.015311927E-1
3.276415792E0,-3.427131176E-1,1.973179281E-1,5.729433894E-1
3.296268792E0,-4.803640246E-1,2.414025217E-1,7.708007097E-1
3.316122792E0,-6.401950121E-1,1.936897039E-1,1.047114015E0
3.335975792E0,-4.332055449E-1,4.397443309E-2,8.933269382E-1
3.355828792E0,3.020894527E-2,-1.174492463E-1,8.459156752E-1
