Time (s),Accelerometer_X (m/s^2)_kalman,Accelerometer_Y (m/s^2)_kalman,Accelerometer_Z (m/s^2)_kalman,Gyroscope_X (rad/s)_kalman,Gyroscope_Y (rad/s)_kalman,Gyroscope_Z (rad/s)_kalman,Linear Accelerometer_X (m/s^2)_kalman,Linear Accelerometer_Y (m/s^2)_kalman,Linear Accelerometer_Z (m/s^2)_kalman,Magnetometer_X (µT)_kalman,Magnetometer_Y (µT)_kalman,Magnetometer_Z (µT)_kalman,Barometer_X (hPa)_kalman
11,6.767289593714286,-5.3440095240000005,4.643854279755102,0.0040703482995016,0.0110838447277105,-1.6727006467999948e-05,0.021930321443466,0.093048473448608,0.03694012402598,-6.55774230956,16.9554468352,37.03905777,1018.577271
12,6.773371813067896,-5.452433200825361,4.703622440635718,0.0035814051030184143,0.0003506139395403028,-0.005141279788746702,0.052858878252560554,-0.041009545854390095,0.03348587905439408,-7.555562467315786,14.236056941603758,34.964181555708805,1018.5668461444114
13,6.752877062618483,-5.346504527446046,4.732687421965289,0.002063621719695469,0.0032357315975258556,-0.0002718962549052668,0.03419170453436825,0.0452335043322222,0.04073473775946165,-6.881386213480926,13.70995981885542,35.40893870841133,1018.5556101880176
14,6.740007513140094,-5.366520801986838,4.721505766922207,9.415945073146985e-05,0.0007161538990153732,-0.0005988920176066893,0.021960807706544894,0.02399863702129405,0.025659007437168008,-6.368034563658264,11.230393019973121,35.83586212021843,1018.5429448404294
15,6.747044381699479,-5.371079952676793,4.7219671007922805,0.001403157119571043,0.0019015847375823815,-0.0013978625671172472,0.025260558029501876,0.02182393184611326,0.027952055578131536,-5.963278887992908,9.317634252146243,35.892145601692604,1018.529593300955
16,6.7600449872628365,-5.365389817189047,4.740234417479735,0.0017331287380818743,0.0009046074529414827,-0.0013259069656593949,0.03449533202673512,0.011807567930809474,0.03338765997140618,-6.143404939835539,7.551608739600877,35.495919101375144,1018.5162391610544
17,6.741165554491681,-5.3368486408851,4.746991523771913,0.0013549241685471736,0.0012574780103065631,-0.0006462534111245763,0.021932717268800528,0.03240362091434529,0.028287958192110392,-6.19415735028646,6.193983882194726,35.25936087058743,1018.5040168598845
18,6.772728556379924,-5.354696268712461,4.780959702092878,-0.0034001147385576244,-0.006022345642285793,0.0008077410299102447,0.05039379116107326,0.007584749598332812,0.052365622276548784,-6.241576571499617,6.250324401968177,35.239931618139394,1018.4950485806548
19,6.7280801956585305,-5.349733294790401,4.746089176759109,0.00226099532605419,0.00489294039159814,0.0001154133376459743,0.015020610522245396,0.017614562471106505,0.02335091115483464,-7.202025516068213,6.671812823618793,33.48629248298383,1018.4886592701807
20,6.736688136188239,-5.3410162467418,4.782076564438549,0.0016450227810965515,0.003221885389331925,-0.00028283878366669446,0.026619593091386097,0.013484768404167466,0.035059080388204496,-9.616710369841288,5.021176149605214,32.29926250084418,1018.4840554892069
21,6.715629860758944,-5.326461539791696,4.788074303160718,0.0015223982911876945,0.0026443850631322754,-0.0009092571562076574,0.011131737608149223,0.017794874410763394,0.020234194758293106,-11.21042925445368,4.556789519964194,31.06577876352661,1018.4793106363724
22,6.786356656170695,-5.38164581931809,4.826719489302849,0.000932863289731858,0.0018795105360837434,-0.0001976238725268631,0.0751826384800251,-0.037102079032547294,0.06567481287914294,-12.333962433267471,4.518720902710991,30.218543947610804,1018.4755502764594
23,6.7112680876036865,-5.307983801251833,4.798997250122826,0.0030803401365530987,0.004648402020298469,-0.0013108320326594184,0.0023886290035069757,0.03819021444647108,0.022485975367798172,-14.473027205002891,7.947210205060797,27.803534935400247,1018.472501527169
24,6.695897216937102,-5.304327091442349,4.841812291842609,0.0014264459362219482,0.003199181859404723,-0.0008315697729433778,0.006615253388259875,0.024030424706605436,0.02211968416008971,-15.855613888568683,6.180653225036316,27.225827796274356,1018.4698869932022
