"Time (s)","X (hPa)"
3.099216684E2,1.021790924E3
3.109886024E2,1.021781387E3
3.120555104E2,1.021781387E3
3.131224894E2,1.021788101E3
3.141894264E2,1.021809387E3
3.152563794E2,1.021837234E3
3.163233914E2,1.021855927E3
3.173904034E2,1.021867905E3
3.184573984E2,1.021872177E3
3.195244084E2,1.021872177E3
3.205913914E2,1.021869583E3
3.216583814E2,1.021869354E3
3.227253704E2,1.021869354E3
3.237923944E2,1.021871109E3
3.248594004E2,1.021872101E3
3.259264154E2,1.021872101E3
3.269934014E2,1.021866074E3
3.280604044E2,1.021866074E3
3.291273804E2,1.021865845E3
3.301943324E2,1.021863861E3
3.312612694E2,1.021863861E3
3.323282654E2,1.021867905E3
3.333952784E2,1.021870193E3
3.344622104E2,1.021870193E3
3.355292464E2,1.021880951E3
3.365962604E2,1.021881561E3
3.376632844E2,1.021884308E3
3.387302954E2,1.021889191E3
3.397972744E2,1.021890030E3
3.408642524E2,1.021890030E3
3.419312854E2,1.021887283E3
3.429983204E2,1.021879730E3
3.440653834E2,1.021865387E3
3.451324124E2,1.021857376E3
3.461994734E2,1.021854935E3
3.472665514E2,1.021852493E3
3.483336024E2,1.021852493E3
3.494006554E2,1.021860809E3
3.504676604E2,1.021871033E3
3.515347224E2,1.021881561E3
3.526017804E2,1.021892090E3
3.536688564E2,1.021904602E3
3.547359444E2,1.021904602E3
3.558029764E2,1.021899567E3
3.568700054E2,1.021897202E3
3.579370704E2,1.021896820E3
3.590041264E2,1.021896820E3
3.600711234E2,1.021894836E3
3.611381274E2,1.021891022E3
3.622051854E2,1.021890640E3
3.632722414E2,1.021875305E3
3.643392834E2,1.021870651E3
3.654063504E2,1.021870651E3
3.664733744E2,1.021875458E3
3.675403864E2,1.021886673E3
3.686074494E2,1.021907654E3
3.696744934E2,1.021927872E3
3.707415694E2,1.021949234E3
3.718086424E2,1.021971512E3
3.728756924E2,1.021982040E3
3.739428044E2,1.021982040E3
3.750098954E2,1.021972351E3
3.760769824E2,1.021962662E3
3.771441714E2,1.021951065E3
3.782113504E2,1.021929550E3
3.792784644E2,1.021916351E3
3.803455694E2,1.021906281E3
3.814126874E2,1.021883240E3
3.824798244E2,1.021863098E3
3.835469634E2,1.021846619E3
3.846141264E2,1.021832123E3
3.856812854E2,1.021812592E3
3.867484544E2,1.021803970E3
3.878156084E2,1.021803970E3
3.888827334E2,1.021815262E3
3.899498864E2,1.021846008E3
3.910169814E2,1.021880798E3
3.920841194E2,1.021918488E3
3.931512474E2,1.021943054E3
