"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.676912224E2,-3.980459213E1,2.561146164E1,-1.392623901E0
3.677110764E2,-3.904842758E1,2.666628647E1,-1.752258301E0
3.677309304E2,-3.800284958E1,2.820895386E1,-1.585617065E0
3.677507834E2,-3.680990982E1,2.972077179E1,-1.803039551E0
3.677706374E2,-3.529378128E1,3.146900177E1,-1.570083618E0
3.677904914E2,-3.316633987E1,3.348413086E1,-1.474853516E0
3.678103454E2,-3.120937729E1,3.512110901E1,-1.598968506E0
3.678301994E2,-2.892968369E1,3.633207703E1,-1.736297607E0
3.678500534E2,-2.657039261E1,3.758553314E1,-2.952056885E0
3.678699074E2,-2.403807449E1,3.792895508E1,-3.548385620E0
3.678897604E2,-2.258314133E1,3.880407333E1,-3.870071411E0
3.679096146E2,-2.131534958E1,3.942233658E1,-3.423187256E0
3.679294686E2,-2.015465927E1,3.981273270E1,-3.215423584E0
3.679493226E2,-1.994669724E1,4.023410034E1,-2.754043579E0
3.679691766E2,-2.004320908E1,4.043911743E1,-2.665756226E0
3.679890306E2,-1.976600266E1,4.026224899E1,-2.559387207E0
3.680088836E2,-2.031778336E1,3.988405228E1,-2.483230591E0
3.680287376E2,-2.174817276E1,3.969005203E1,-2.444198608E0
3.680485916E2,-2.262804794E1,3.946844101E1,-3.158081055E0
3.680684456E2,-2.373418808E1,3.874159622E1,-3.086471558E0
3.680882996E2,-2.484713364E1,3.787087631E1,-2.800079346E0
3.681081536E2,-2.596668625E1,3.722469330E1,-2.202651978E0
3.681280076E2,-2.735873032E1,3.684667206E1,-1.518432617E0
3.681478606E2,-2.851025009E1,3.666906357E1,-1.256286621E0
3.681677146E2,-2.959320450E1,3.641230392E1,-5.820922852E-1
3.681875686E2,-3.037905502E1,3.575893021E1,-4.257202148E-2
3.682074226E2,-3.206321335E1,3.460359573E1,1.292419434E-2
3.682272766E2,-3.375601578E1,3.311865234E1,6.704711914E-1
3.682471306E2,-3.497620773E1,3.132207489E1,1.230514526E0
3.682669846E2,-3.628876114E1,2.942383194E1,1.809997559E0
3.682868376E2,-3.768319321E1,2.784886551E1,2.500289917E0
3.683066916E2,-3.928866959E1,2.622845078E1,2.995101929E0
3.683265456E2,-4.065840530E1,2.457982635E1,3.485382080E0
3.683463996E2,-4.137817001E1,2.358024216E1,3.390625000E0
3.683662536E2,-4.207006454E1,2.261630630E1,2.681976318E0
3.683861076E2,-4.252703476E1,2.199718857E1,2.356094360E0
3.684059616E2,-4.254854965E1,2.189646149E1,2.762039185E0
3.684258146E2,-4.265649033E1,2.207161331E1,3.039413452E0
3.684456686E2,-4.263058090E1,2.235276794E1,2.523712158E0
3.684655226E2,-4.213817215E1,2.288148117E1,1.632293701E0
3.684853766E2,-4.123257828E1,2.364797592E1,4.557800293E-2
3.685052306E2,-4.052545547E1,2.445896912E1,-1.147521973E0
3.685250846E2,-3.939896011E1,2.579712296E1,-1.955795288E0
3.685449376E2,-3.841963577E1,2.752496338E1,-2.553359985E0
3.685647916E2,-3.697954941E1,2.921338272E1,-2.920822144E0
3.685846456E2,-3.519144821E1,3.106191635E1,-2.668685913E0
3.686044996E2,-3.330691147E1,3.279589844E1,-2.073913574E0
3.686243536E2,-3.107714462E1,3.423884964E1,-2.094116211E0
3.686442076E2,-2.913373184E1,3.533447266E1,-2.212738037E0
3.686640616E2,-2.813437271E1,3.574762344E1,-2.154083252E0
3.686839156E2,-2.641737747E1,3.671296310E1,-1.515197754E0
3.687037686E2,-2.444456100E1,3.790498352E1,-2.183120728E0
3.687236226E2,-2.279040909E1,3.865808868E1,-2.549011230E0
3.687434766E2,-2.128499222E1,3.983020401E1,-2.544906616E0
3.687633306E2,-2.032292557E1,4.049267960E1,-2.023193359E0
3.687831846E2,-1.987835312E1,4.048984146E1,-1.495956421E0
3.688030386E2,-2.019977188E1,4.067562103E1,-1.277374268E0
3.688228916E2,-2.026210403E1,4.112368393E1,-1.342651367E0
3.688427456E2,-2.039355087E1,4.095696259E1,-1.680694580E0
3.688625996E2,-2.127717972E1,4.023910141E1,-1.846450806E0
3.688824536E2,-2.290463638E1,3.940842438E1,-2.364532471E0
3.689023085E2,-2.458320999E1,3.857153320E1,-1.945617676E0
3.689221625E2,-2.639330673E1,3.812196732E1,-1.100082397E0
3.689420165E2,-2.709052658E1,3.822012329E1,-5.737457275E-1
3.689618695E2,-2.766508102E1,3.798662949E1,-1.034591675E0
3.689817235E2,-2.841361618E1,3.726091385E1,-1.065383911E0
3.690015775E2,-2.931892014E1,3.659049225E1,-9.855651855E-1
3.690214315E2,-3.088488388E1,3.533288193E1,-4.082031250E-1
3.690412855E2,-3.227900314E1,3.393941879E1,-4.385070801E-1
3.690611395E2,-3.381649399E1,3.260118484E1,-5.358886719E-2
3.690809925E2,-3.537055588E1,3.103221512E1,5.117187500E-1
3.691008465E2,-3.689692307E1,2.937103653E1,-6.217956543E-2
3.691207005E2,-3.840608597E1,2.778162766E1,2.494201660E-1
3.691405545E2,-3.976564407E1,2.634583664E1,2.300720215E-1
3.691604085E2,-4.127102280E1,2.514279175E1,2.836303711E-1
3.691802625E2,-4.164276505E1,2.377424240E1,1.908874512E-2
3.692001165E2,-4.225312424E1,2.318224335E1,4.820251465E-2
3.692199695E2,-4.267321396E1,2.276609039E1,1.934509277E-1
3.692398235E2,-4.291654587E1,2.253225327E1,4.459686279E-1
3.692596775E2,-4.283745956E1,2.240121078E1,2.059173584E-1
3.692795315E2,-4.259539413E1,2.256864929E1,-1.870117188E-1
3.692993855E2,-4.242971420E1,2.314097595E1,-1.171951294E0
3.693192395E2,-4.139036179E1,2.422830963E1,-2.788467407E0
3.693390935E2,-4.094198227E1,2.497352982E1,-2.934661865E0
3.693589465E2,-3.953934860E1,2.620558548E1,-4.052078247E0
3.693788005E2,-3.802387619E1,2.764997864E1,-4.912811279E0
3.693986545E2,-3.640171432E1,2.953202057E1,-5.739898682E0
3.694185085E2,-3.440028763E1,3.117923355E1,-6.060150146E0
3.694383625E2,-3.226848221E1,3.256697083E1,-5.606185913E0
3.694582165E2,-3.033431625E1,3.344183731E1,-5.165390015E0
3.694780695E2,-2.927903366E1,3.450897980E1,-4.368576050E0
