Time (s),Accelerometer_X (m/s^2),Accelerometer_Y (m/s^2),Accelerometer_Z (m/s^2),Gyroscope_X (rad/s),Gyroscope_Y (rad/s),Gyroscope_Z (rad/s),Linear Accelerometer_X (m/s^2),Linear Accelerometer_Y (m/s^2),Linear Accelerometer_Z (m/s^2),Magnetometer_X (µT),Magnetometer_Y (µT),Magnetometer_Z (µT),Barometer_X (hPa)
11,6.767289593714286,-5.3440095240000005,4.643854279755102,0.0040703482995016,0.011083844727710599,-1.6727006467999948e-05,0.021930321443466003,0.093048473448608,0.03694012402598,-6.55774230956,16.9554468352,37.03905777,1018.577271
12,6.7734325745,-5.45351635444,4.70421952516,0.003576520555601,0.00024338885674140005,-0.005192474122236001,0.05316785484406,-0.042348786806468,0.03345137111262,-7.56553070066,14.2088902094,34.9434535216,1018.566742
13,6.73407641594,-5.249331958,4.7593498810199995,0.0006712988809880001,0.005882364346118,0.0041949822068620005,0.01706756640798,0.12434767159351001,0.04738440308096,-6.26293762204,13.2273500819,35.816932067799996,1018.545303
14,6.71930213934,-5.39872429498,4.7035159881999995,-0.003074440392842,-0.003337507664946,-0.001124984209812,0.0022829401047499993,-0.010165407804558001,0.0014041854516199997,-5.542120819100001,7.241103610940001,36.5227244568,1018.522568
15,6.76160417176,-5.38051316524,4.72292163394,0.004111567982610204,0.004354326890593878,-0.0030509904275061225,0.03208798013479592,0.017324309531591836,0.032696538049183675,-5.125810117081633,5.3599980023061224,36.00860019612245,1018.501968
16,6.79057492684,-5.35202740174,4.78313242496,0.0025080167635834,-0.0014366416613059995,-0.0011569302088429998,0.05618179045902,-0.011714335231840001,0.04615234796099999,-6.56640350342,3.40436714174,34.5654415898,1018.484879
17,6.693807706244899,-5.265254927632653,4.763941292244898,0.0004062222224999999,0.002142631208976,0.001058614011864,-0.009579797460880002,0.08406750104782,0.015495682815239999,-6.3214665222,2.7884688568000002,34.665969695600005,1018.473358
18,6.85470456854,-5.40105045774,4.86918248296,-0.0157499897172,-0.02492963824966,0.004584082279104,0.12431341856985999,-0.0568752819286,0.1149005766754,-6.3647346497,6.39665304176,35.1894696044,1018.471756
19,6.60996051632,-5.33660347594,4.65383729552,0.01723777151062,0.0337699263632896,-0.00171617742372,-0.07856107280796,0.044148980783799995,-0.05340909343263,-9.74294570934,7.78688348704,28.846944274600002,1018.471756
20,6.75968516238,-5.3177277282399995,4.8782206879,-6.132105680000526e-07,-0.0012425153023734004,-0.0013468115693920002,0.057607505359099996,0.0024515854963400004,0.06633869641112,-16.0677970886,0.6113251876520001,29.127985992200003,1018.471756
21,6.65907637938,-5.28737384948,4.8041816528,0.0011930815895448978,0.0010934672753142856,-0.0025915478017959183,-0.030461988792281635,0.029369967566122448,-0.019579079421312245,-15.490473532857143,3.309646528591837,27.75317133734694,1018.466568
22,6.976826308918368,-5.530258950979592,4.9307922829591835,-0.0006547744132940007,-0.0001803224411399988,0.0017188286351439998,0.24767388138476001,-0.18494143183200001,0.1880479347452,-15.3596752932,4.416200828578,27.9369119262,1018.4654235
23,6.5087529785200005,-5.10931612242,4.72422991338,0.008872120645734,0.01211614806564,-0.004313172818806,-0.1939380163316,0.2412547729812,-0.09399503241706,-20.2421202088,17.1939024554,21.2902157594,1018.464279
24,6.654409085139999,-5.29445711974,4.9573760834,-0.0030376460498600004,-0.0007124662405879996,0.00046202616106599993,0.018023504315299997,-0.014188830122200003,0.02113101291100001,-19.5874089048,1.4124686241679998,25.6665153508,1018.46283
25,6.777510095139999,-5.3715707611,4.9839817565599995,-0.009237596250914,-0.013518428021374,0.0032006135157260003,0.119953535808122,-0.08183089428340001,0.0918088578878,-17.5272889718,0.40101379392799996,25.347404785200002,1018.457336
26,6.51655475468,-5.160231243859999,4.78046796574,-0.0038436683115306122,-0.004707289382555102,0.002268464631918163,-0.12366642729997959,0.15453589541632654,-0.0694991937910204,-20.606091557142857,7.556325990014285,21.705314947346942,1018.457336
