iter	MultiClass
0	1.121695757
1	0.8611549048
2	0.6842200557
3	0.5577564552
4	0.4610504302
5	0.383700365
6	0.3219301799
7	0.2721497859
8	0.2317021344
9	0.1979051072
10	0.1694140594
11	0.1451404051
12	0.1251410666
13	0.1083959644
14	0.09374620859
15	0.08186762334
16	0.07124339458
17	0.06254291129
18	0.05506650034
19	0.04850431954
20	0.04241333302
21	0.03751362618
22	0.03301725928
23	0.02967672874
24	0.02628410353
25	0.02349526791
26	0.02091586999
27	0.01871025892
28	0.01677131447
29	0.01506786736
30	0.01377512841
31	0.01240268874
32	0.01121469567
33	0.01008260725
34	0.009159013908
35	0.008361129176
36	0.007827102648
37	0.007267642533
38	0.00674331635
39	0.006327375672
40	0.005917799482
41	0.005542152653
42	0.005284522202
43	0.004913013219
44	0.004672346585
45	0.004377490189
46	0.00423942188
47	0.004029762844
48	0.003850353102
49	0.003688302018
50	0.003543955071
51	0.003354732849
52	0.003210478349
53	0.003038331754
54	0.002906126658
55	0.002817299136
56	0.002700646144
57	0.002617077568
58	0.002512451664
59	0.002427931444
60	0.00234876462
61	0.002261015826
62	0.002199899366
63	0.002119746198
64	0.002033478795
65	0.0019834146
66	0.001928490537
67	0.001860004136
68	0.001790557299
69	0.001725644192
70	0.001679122419
71	0.001625547767
72	0.001580443604
73	0.001535095706
74	0.001490373454
75	0.001448908627
76	0.001407075148
77	0.001373286377
78	0.001331529677
79	0.001306046777
80	0.001276098903
81	0.001247459654
82	0.001214996789
83	0.001190648342
84	0.001166386238
85	0.00115709748
86	0.001126605807
87	0.001097256893
88	0.001078502026
89	0.001055552337
90	0.001035407266
91	0.001016253386
92	0.0009968957378
93	0.000983143633
94	0.0009655892543
95	0.0009521592719
96	0.0009346317026
97	0.0009152752974
98	0.0008979803334
99	0.0008795701209
100	0.0008642606579
101	0.0008519290657
102	0.0008373480299
103	0.0008248007582
104	0.0008176184494
105	0.0008099475993
106	0.0008046731479
107	0.0007892937215
108	0.0007755578983
109	0.0007619165181
110	0.0007517440129
111	0.0007415083191
112	0.0007305911842
113	0.0007183201959
114	0.0007102583291
115	0.0007046233556
116	0.0006950502971
117	0.0006915487963
118	0.0006864396991
119	0.0006755694177
120	0.0006684887854
121	0.0006596675338
122	0.0006563203322
123	0.000650899989
124	0.000644221485
125	0.000633815324
126	0.0006279971422
127	0.0006225910277
128	0.0006159034714
129	0.0006137326495
130	0.000605910823
131	0.0005976349249
132	0.0005904636267
133	0.0005842661028
134	0.0005772804454
135	0.0005711654382
136	0.0005671344429
137	0.0005626017754
138	0.000560140281
139	0.0005550867433
140	0.0005533306861
141	0.0005521456291
142	0.0005451303858
143	0.0005432380655
144	0.0005409124716
145	0.0005369220884
146	0.0005304729754
147	0.0005275465973
148	0.0005224115298
149	0.0005168824614
150	0.0005143130499
151	0.0005099962868
152	0.0005091265427
153	0.0005039313576
