"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.517149607E2,-4.248483276E1,1.533404922E1,1.247550011E1
1.517348127E2,-4.227351379E1,1.525407124E1,1.264110374E1
1.517546657E2,-4.215023804E1,1.516377926E1,1.337864494E1
1.517745177E2,-4.181529236E1,1.519180107E1,1.363105202E1
1.517943697E2,-4.230606079E1,1.491557884E1,1.372551155E1
1.518142227E2,-4.241004944E1,1.488148212E1,1.303919220E1
1.518340744E2,-4.260726929E1,1.465794086E1,1.308973885E1
1.518539264E2,-4.281044006E1,1.459755135E1,1.303400421E1
1.518737784E2,-4.273536682E1,1.430055714E1,1.348219490E1
1.518936314E2,-4.293954468E1,1.418551636E1,1.392994499E1
1.519134834E2,-4.285716248E1,1.375515556E1,1.425517845E1
1.519333354E2,-4.323072815E1,1.341791630E1,1.350874329E1
1.519531874E2,-4.328654480E1,1.366243362E1,1.328663445E1
1.519730404E2,-4.313874817E1,1.355371475E1,1.388402557E1
1.519928924E2,-4.313751221E1,1.355285645E1,1.437762642E1
1.520127444E2,-4.318295288E1,1.335751820E1,1.520883179E1
1.520325974E2,-4.290432739E1,1.348002338E1,1.552529716E1
1.520524494E2,-4.226371765E1,1.342457676E1,1.609361839E1
1.520723014E2,-4.226972961E1,1.366974068E1,1.620095444E1
1.520921534E2,-4.193132019E1,1.411737347E1,1.632555771E1
1.521120064E2,-4.173884583E1,1.458096790E1,1.623256874E1
1.521318584E2,-4.154808044E1,1.490619373E1,1.659982491E1
1.521517104E2,-4.141104126E1,1.491977692E1,1.648524284E1
1.521715634E2,-4.161912537E1,1.528320885E1,1.676572227E1
1.521914154E2,-4.151426697E1,1.536465263E1,1.682967567E1
1.522112674E2,-4.125630188E1,1.554350758E1,1.686017799E1
1.522311194E2,-4.111384583E1,1.572302914E1,1.733436775E1
1.522509724E2,-4.133183289E1,1.607366753E1,1.731872940E1
1.522708244E2,-4.095956421E1,1.633098984E1,1.753696060E1
1.522906764E2,-4.104763794E1,1.632208252E1,1.734226608E1
1.523105284E2,-4.077206421E1,1.663846588E1,1.699261856E1
1.523303814E2,-4.063632202E1,1.661476898E1,1.699764252E1
1.523502334E2,-4.051173401E1,1.665892982E1,1.707214165E1
1.523700854E2,-4.031448364E1,1.690360832E1,1.745752716E1
1.523899384E2,-3.963032532E1,1.716162300E1,1.705507851E1
1.524097904E2,-3.992800903E1,1.694489288E1,1.723175240E1
1.524296424E2,-3.987483215E1,1.716999817E1,1.737144661E1
1.524494944E2,-3.977137756E1,1.758676529E1,1.776396561E1
1.524693474E2,-3.976408386E1,1.743921280E1,1.709419060E1
1.524891994E2,-3.986390686E1,1.778944778E1,1.698337364E1
1.525090514E2,-4.031906128E1,1.800537491E1,1.680912781E1
1.525289044E2,-4.005015564E1,1.815453911E1,1.688475609E1
1.525487564E2,-4.013859558E1,1.859791565E1,1.711666489E1
1.525686084E2,-3.985392761E1,1.888757133E1,1.657518768E1
1.525884604E2,-3.985717773E1,1.915034103E1,1.662728691E1
1.526083134E2,-3.988360596E1,1.937700462E1,1.650401688E1
1.526281654E2,-3.984976196E1,1.947701263E1,1.695622826E1
1.526480174E2,-3.985975647E1,1.963682556E1,1.719633102E1
1.526678694E2,-3.947817993E1,2.017626762E1,1.711142349E1
1.526877224E2,-3.931861877E1,2.008490562E1,1.677467346E1
1.527075744E2,-3.896932983E1,2.052884293E1,1.666317558E1
1.527274264E2,-3.880819702E1,2.059366608E1,1.707975960E1
1.527472794E2,-3.844897461E1,2.062857437E1,1.761649513E1
1.527671314E2,-3.833322144E1,2.076702881E1,1.751944923E1
1.527869834E2,-3.814279175E1,2.056676865E1,1.748550987E1
1.528068354E2,-3.816328430E1,2.090082169E1,1.759267807E1
1.528266884E2,-3.848091125E1,2.087905312E1,1.748683167E1
1.528465403E2,-3.867678833E1,2.113310623E1,1.763834572E1
1.528663923E2,-3.879454041E1,2.135578918E1,1.744425583E1
1.528862453E2,-3.883226013E1,2.127245903E1,1.725825119E1
1.529060973E2,-3.876177979E1,2.115600967E1,1.719908333E1
1.529259493E2,-3.853338623E1,2.127369881E1,1.762273598E1
1.529458013E2,-3.852488708E1,2.129102898E1,1.763205147E1
1.529656543E2,-3.863839722E1,2.105044556E1,1.784770775E1
1.529855063E2,-3.858079529E1,2.108799362E1,1.742772484E1
1.530053583E2,-3.843511963E1,2.081719017E1,1.733966827E1
1.530252103E2,-3.803431702E1,2.088454628E1,1.743602371E1
1.530450633E2,-3.815490723E1,2.103979301E1,1.749786949E1
1.530649153E2,-3.796908569E1,2.098726082E1,1.734095383E1
1.530847673E2,-3.841490173E1,2.074900627E1,1.716561699E1
1.531046203E2,-3.822830200E1,2.083813667E1,1.706510735E1
1.531244723E2,-3.793156433E1,2.104108810E1,1.723221588E1
1.531443243E2,-3.774615479E1,2.118237686E1,1.745196724E1
1.531641763E2,-3.782675171E1,2.132461166E1,1.772616196E1
1.531840293E2,-3.796275330E1,2.148040009E1,1.787024117E1
1.532038813E2,-3.774394226E1,2.150270462E1,1.790436172E1
1.532237333E2,-3.812388611E1,2.194171715E1,1.786434937E1
1.532435853E2,-3.787550354E1,2.218967438E1,1.753219604E1
1.532634383E2,-3.769992065E1,2.234596443E1,1.732272720E1
1.532832903E2,-3.759111023E1,2.223869133E1,1.744328880E1
1.533031423E2,-3.795341492E1,2.259924507E1,1.718892097E1
1.533229953E2,-3.784275818E1,2.275119972E1,1.726718521E1
1.533428473E2,-3.768704224E1,2.288028336E1,1.714198875E1
1.533626993E2,-3.763648987E1,2.314652061E1,1.712808800E1
1.533825513E2,-3.755195618E1,2.302723122E1,1.720731544E1
1.534024043E2,-3.732072449E1,2.323664093E1,1.742186928E1
1.534222563E2,-3.710679626E1,2.305441856E1,1.732038498E1
1.534421083E2,-3.746183777E1,2.316040421E1,1.723339272E1
1.534619613E2,-3.765745544E1,2.293212318E1,1.706700134E1
1.534818133E2,-3.757031250E1,2.308899689E1,1.752505493E1
1.535016653E2,-3.786405945E1,2.336254120E1,1.789119148E1
1.535215173E2,-3.781967163E1,2.357114410E1,1.741532326E1
1.535413703E2,-3.749652100E1,2.363638115E1,1.743382835E1
1.535612223E2,-3.741667175E1,2.380327225E1,1.673764992E1
1.535810743E2,-3.728742981E1,2.380040741E1,1.692379761E1
1.536009263E2,-3.722172546E1,2.430011940E1,1.683712387E1
1.536207793E2,-3.699589539E1,2.401125526E1,1.633423805E1
1.536406313E2,-3.670419312E1,2.425555038E1,1.636968994E1
1.536604833E2,-3.668257141E1,2.443223000E1,1.674190331E1
1.536803363E2,-3.680609131E1,2.473720360E1,1.626423836E1
1.537001883E2,-3.656358337E1,2.466538048E1,1.626157951E1
1.537200403E2,-3.636068726E1,2.476679611E1,1.631918335E1
1.537398923E2,-3.635252380E1,2.526982880E1,1.591613197E1
1.537597453E2,-3.619982910E1,2.532201767E1,1.590781593E1
1.537795973E2,-3.598577881E1,2.553563118E1,1.560107040E1
1.537994493E2,-3.626870728E1,2.585476875E1,1.614272308E1
1.538193013E2,-3.632812500E1,2.581973648E1,1.565656853E1
1.538391550E2,-3.668682861E1,2.577063179E1,1.566531944E1
1.538590070E2,-3.669787598E1,2.565134621E1,1.525097847E1
1.538788590E2,-3.651490784E1,2.612503433E1,1.525425911E1
1.538987120E2,-3.654913330E1,2.628890038E1,1.527904892E1
1.539185640E2,-3.644380188E1,2.624637032E1,1.450529099E1
1.539384160E2,-3.673309326E1,2.635624695E1,1.379233932E1
1.539582680E2,-3.694828796E1,2.634684563E1,1.407037735E1
1.539781210E2,-3.678871155E1,2.647867966E1,1.414207268E1
1.539979730E2,-3.698793030E1,2.653047752E1,1.429905891E1
1.540178250E2,-3.671426392E1,2.651082230E1,1.394508553E1
1.540376780E2,-3.680758667E1,2.634895325E1,1.387760925E1
1.540575300E2,-3.683872986E1,2.628161430E1,1.410949898E1
1.540773820E2,-3.647254944E1,2.633275604E1,1.406495667E1
1.540972340E2,-3.660653687E1,2.631270599E1,1.392547226E1
1.541170870E2,-3.653843689E1,2.626677322E1,1.400366783E1
1.541369390E2,-3.675224304E1,2.636334991E1,1.426316071E1
1.541567910E2,-3.691456604E1,2.621490479E1,1.458228302E1
1.541766430E2,-3.690992737E1,2.628932190E1,1.427552032E1
1.541964960E2,-3.713592529E1,2.638731384E1,1.439779282E1
1.542163480E2,-3.712411499E1,2.624270821E1,1.527687263E1
1.542362000E2,-3.701353455E1,2.587779617E1,1.540185165E1
1.542560530E2,-3.716009521E1,2.537358856E1,1.533444786E1
1.542759050E2,-3.732028198E1,2.463795471E1,1.580597878E1
