iter	MultiClass
0	1.275410986
1	1.063196025
2	0.9054937158
3	0.7799384554
4	0.6743111901
5	0.5917638771
6	0.5211407659
7	0.4609337591
8	0.410424859
9	0.3664453679
10	0.3285788308
11	0.2946901813
12	0.2679097517
13	0.2410655735
14	0.2178930383
15	0.1971332216
16	0.180112855
17	0.1635442466
18	0.148848132
19	0.1357486748
20	0.1242401917
21	0.1134581671
22	0.1042039872
23	0.09517517157
24	0.08761915177
25	0.08091443445
26	0.07454540266
27	0.06873882592
28	0.06347915947
29	0.05840242147
30	0.05394511929
31	0.05018420652
32	0.04669037528
33	0.0432816093
34	0.03998266775
35	0.03697858621
36	0.03471198816
37	0.03235741607
38	0.03033672795
39	0.02862619918
40	0.02700462473
41	0.02539493439
42	0.02407689826
43	0.02247314348
44	0.02107976463
45	0.0200327663
46	0.01898743273
47	0.01787345404
48	0.01700904687
49	0.01591034989
50	0.01502474852
51	0.01421939956
52	0.01338922514
53	0.01258873117
54	0.01180085594
55	0.01118637917
56	0.01071669484
57	0.01019956437
58	0.009736076295
59	0.009256092646
60	0.008856136646
61	0.008440410496
62	0.007960403098
63	0.007631681635
64	0.007330852051
65	0.007068220512
66	0.006823130559
67	0.006611122557
68	0.006411437187
69	0.006171938968
70	0.005954487349
71	0.005746306898
72	0.005567206917
73	0.005420167165
74	0.005308004992
75	0.005135416573
76	0.00496391319
77	0.004828129267
78	0.00471160657
79	0.004554740664
80	0.004426882878
81	0.004293420431
82	0.004170479128
83	0.004036567392
84	0.003945782013
85	0.003849964098
86	0.003751231539
87	0.003678595116
88	0.003565696666
89	0.003474263722
90	0.003392747024
91	0.003300305272
92	0.003214807075
93	0.00313477708
94	0.003065541834
95	0.00300123181
96	0.002921248129
97	0.002852974748
98	0.002798158669
99	0.002752539973
100	0.002695176028
101	0.002642593966
102	0.002580966061
103	0.002541813289
104	0.002485988841
105	0.002441279396
106	0.002396306901
107	0.002343833618
108	0.002311480668
109	0.002262291051
110	0.002218566491
111	0.002187284272
112	0.00214983122
113	0.002110734752
114	0.002072403057
115	0.00204225279
116	0.0020092313
117	0.001984183333
118	0.001956721304
119	0.001925136811
120	0.00189429371
121	0.001862884296
122	0.001835272756
123	0.001809377168
124	0.00178780671
125	0.00177420947
126	0.001746047952
127	0.001725708175
128	0.001706128802
129	0.001683566567
130	0.001666448975
131	0.001648146467
132	0.001634593732
133	0.001614571069
134	0.001591122034
135	0.001572099681
136	0.001556751205
137	0.001541628728
138	0.001522579195
139	0.001502912456
140	0.001488245831
141	0.001473641
142	0.001457774143
143	0.001444787533
144	0.001433795137
145	0.001423123882
146	0.001410489387
147	0.001394810906
148	0.001377855037
149	0.001364754023
150	0.001350720132
151	0.001340033356
152	0.001331538522
153	0.00132003931
154	0.001309611998
155	0.001299719967
156	0.001286160188
157	0.001272616242
158	0.001264111336
159	0.001253872041
160	0.00124099063
161	0.001229259852
162	0.001220919482
163	0.00121501986
164	0.001208244713
165	0.001201342577
166	0.001196523213
167	0.001186445734
168	0.001176471095
169	0.001168355847
170	0.001158651783
171	0.001149184946
172	0.001140665188
173	0.001132521826
174	0.001124162384
175	0.001117429684
176	0.001106505761
177	0.001100321006
178	0.001092134231
179	0.001087594921
180	0.001081747501
181	0.001076752439
182	0.001070184558
183	0.001062179656
184	0.001052656774
185	0.001046875803
186	0.001041357706
187	0.001034984736
188	0.001026688495
189	0.001022648157
190	0.001018574181
191	0.001012001924
192	0.001005354122
193	0.0009970747446
194	0.0009925645922
195	0.0009871828651
196	0.000980991516
197	0.0009764363511
198	0.0009671207763
199	0.0009625233546
200	0.0009574481849
201	0.0009522491077
202	0.000946970739
203	0.0009409169163
204	0.0009340645792
205	0.0009301499406
206	0.0009246557203
207	0.000918858228
208	0.0009151897614
209	0.0009120143596
210	0.0009072362302
211	0.0009045540715
212	0.0008978158491
213	0.0008912538295
214	0.000886008282
215	0.0008823549976
216	0.0008793056826
217	0.000874778395
218	0.0008705396587
219	0.0008661715198
220	0.0008608058657
221	0.0008556061134
222	0.0008520732777
223	0.0008489958318
224	0.0008472092903
225	0.000842449073
226	0.0008355826503
227	0.0008312343236
228	0.0008275191108
229	0.0008241388841
230	0.0008199637886
231	0.0008151050766
232	0.000811622335
233	0.0008064813028
234	0.0008031228555
235	0.0008008622049
236	0.0007981805866
237	0.000794842233
238	0.0007918017225
239	0.0007873108385
240	0.0007857729441
241	0.0007831317578
242	0.0007784614092
243	0.0007754637023
244	0.0007728882663
245	0.0007682645335
246	0.0007655968645
247	0.0007645653528
248	0.0007581932517
249	0.000756011777
250	0.0007537158098
251	0.0007494748733
252	0.0007471431163
253	0.0007440719923
254	0.000740345802
255	0.0007366958059
256	0.0007345350367
257	0.0007304222904
258	0.0007274802889
259	0.0007250621621
260	0.0007210924407
261	0.0007187130183
262	0.0007165522921
263	0.0007130773602
264	0.0007102081877
265	0.0007068462805
266	0.0007039547267
267	0.000700749569
268	0.0006984832549
269	0.0006964871111
270	0.0006925583048
271	0.0006907081898
272	0.0006879415414
273	0.0006858913622
274	0.0006835417227
275	0.0006810180619
276	0.0006789606266
277	0.0006770404035
278	0.0006732936895
279	0.0006709266056
280	0.0006684711167
281	0.000666691873
282	0.0006653100814
283	0.0006632432749
284	0.0006603662591
285	0.0006580332787
286	0.0006556347201
287	0.0006532339245
288	0.0006498743169
289	0.0006475860873
290	0.0006451857336
291	0.0006429601623
292	0.0006407045841
293	0.0006386659568
294	0.0006364898948
295	0.0006346923673
296	0.0006324224918
297	0.0006306209051
298	0.000627589283
299	0.0006254273251
