"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.744830949E2,5.226134899E1,4.981844633E0,3.163981390E0,NaN,NaN,8.766312571E2,3.095567141E1
2.744980860E2,5.226134899E1,4.981844633E0,3.163981390E0,NaN,NaN,8.766316490E2,3.095567141E1
2.852660609E2,5.226085630E1,4.979273456E0,3.163981390E0,NaN,NaN,8.552145437E2,3.098543913E1
2.852741280E2,5.226085630E1,4.979273455E0,3.163981390E0,NaN,NaN,8.552146572E2,3.098543913E1
2.891428100E2,5.225918398E1,4.981790776E0,3.163981390E0,NaN,NaN,8.533376074E2,3.098975094E1
2.891487730E2,5.225918398E1,4.981790776E0,3.163981390E0,NaN,NaN,8.533376814E2,3.098975094E1
2.939849880E2,5.225872373E1,4.982339717E0,3.163981390E0,NaN,NaN,8.897121987E2,3.099409735E1
2.939938020E2,5.225872373E1,4.982339717E0,3.163981390E0,NaN,NaN,8.897123260E2,3.099409735E1
3.185813720E2,5.225438116E1,4.988905630E0,3.163981390E0,NaN,NaN,1.441770729E3,3.105988345E1
3.185881970E2,5.225438116E1,4.988905630E0,3.163981390E0,NaN,NaN,1.441770776E3,3.105988345E1
3.421295980E2,5.223887059E1,4.994021449E0,3.163981390E0,NaN,NaN,1.142186545E3,3.111920592E1
3.421540279E2,5.223887059E1,4.994021451E0,3.163981390E0,NaN,NaN,1.142187085E3,3.111920593E1
3.629444990E2,5.223084946E1,4.992237625E0,3.163981390E0,NaN,NaN,9.481498715E2,3.116554734E1
3.629590620E2,5.223084946E1,4.992237624E0,3.163981390E0,NaN,NaN,9.481501876E2,3.116554734E1
3.853852869E2,5.222628088E1,4.994774905E0,3.163981390E0,NaN,NaN,1.257612946E3,3.122181942E1
3.853972470E2,5.222628087E1,4.994774905E0,3.163981390E0,NaN,NaN,1.257613112E3,3.122181942E1
3.984449580E2,5.222361229E1,4.997148758E0,3.163981390E0,NaN,NaN,1.381297962E3,3.125602643E1
3.984563429E2,5.222361229E1,4.997148758E0,3.163981390E0,NaN,NaN,1.381298096E3,3.125602643E1
4.382688750E2,5.220875946E1,4.993727932E0,3.163981390E0,NaN,NaN,1.244043607E3,3.133229521E1
4.382779340E2,5.220875946E1,4.993727932E0,3.163981390E0,NaN,NaN,1.244043677E3,3.133229521E1
4.536286740E2,5.220806080E1,4.993593410E0,3.163981390E0,NaN,NaN,1.299776050E3,3.134870728E1
4.536361560E2,5.220806080E1,4.993593410E0,3.163981390E0,NaN,NaN,1.299776123E3,3.134870728E1
4.591275780E2,5.220255047E1,4.992296867E0,3.163981390E0,NaN,NaN,1.098148185E3,3.135820520E1
4.591345310E2,5.220255047E1,4.992296867E0,3.163981390E0,NaN,NaN,1.098148244E3,3.135820520E1
4.714036570E2,5.219831090E1,5.002169490E0,3.163981390E0,NaN,NaN,1.076132647E3,3.138092225E1
4.714509190E2,5.219831089E1,5.002169504E0,3.163981390E0,NaN,NaN,1.076135924E3,3.138092230E1
4.863680069E2,5.219112821E1,4.991439049E0,3.163981390E0,NaN,NaN,1.029554666E3,3.141078934E1
4.863851820E2,5.219112820E1,4.991439047E0,3.163981390E0,NaN,NaN,1.029555063E3,3.141078935E1
4.937328960E2,5.219081436E1,4.991236813E0,3.163981390E0,NaN,NaN,1.095260817E3,3.141431046E1
4.937385820E2,5.219081436E1,4.991236813E0,3.163981390E0,NaN,NaN,1.095260867E3,3.141431046E1
5.052510830E2,5.218735435E1,4.990272297E0,3.163981390E0,NaN,NaN,9.487184923E2,3.143807306E1
5.052580559E2,5.218735435E1,4.990272297E0,3.163981390E0,NaN,NaN,9.487185648E2,3.143807306E1
5.094156300E2,5.218206660E1,4.990084082E0,3.163981390E0,NaN,NaN,9.731638345E2,3.144713407E1
5.094203609E2,5.218206660E1,4.990084082E0,3.163981390E0,NaN,NaN,9.731638616E2,3.144713407E1
5.196530460E2,5.217922727E1,4.989865930E0,3.163981390E0,NaN,NaN,9.690978969E2,3.146692540E1
5.196619620E2,5.217922727E1,4.989865930E0,3.163981390E0,NaN,NaN,9.690980323E2,3.146692540E1
5.288776180E2,5.217693778E1,4.989502060E0,3.163981390E0,NaN,NaN,8.007757173E2,3.147475927E1
5.288874010E2,5.217693778E1,4.989502060E0,3.163981390E0,NaN,NaN,8.007759017E2,3.147475927E1
5.388534160E2,5.217624875E1,4.989327854E0,3.163981390E0,NaN,NaN,9.371021624E2,3.150232534E1
5.388594170E2,5.217624875E1,4.989327854E0,3.163981390E0,NaN,NaN,9.371021658E2,3.150232534E1
5.388666370E2,5.217624875E1,4.989327854E0,3.163981390E0,NaN,NaN,9.371022680E2,3.150232534E1
5.538439320E2,5.217566761E1,4.989444826E0,3.163981390E0,NaN,NaN,1.021629067E3,3.151401144E1
5.538611510E2,5.217566761E1,4.989444826E0,3.163981390E0,NaN,NaN,1.021629125E3,3.151401144E1
5.538632619E2,5.217566761E1,4.989444826E0,3.163981390E0,NaN,NaN,1.021629134E3,3.151401144E1
5.549185530E2,5.217566755E1,4.989444838E0,3.163981390E0,NaN,NaN,1.023569711E3,3.151407543E1
5.617026410E2,5.217503714E1,4.989571728E0,3.163981390E0,NaN,NaN,1.079827898E3,3.152545394E1
5.655246780E2,5.216913419E1,4.991314386E0,3.163981390E0,NaN,NaN,9.787665974E2,3.153367725E1
5.655430210E2,5.216913418E1,4.991314387E0,3.163981390E0,NaN,NaN,9.787670347E2,3.153367725E1
5.726378800E2,5.216454595E1,4.992625687E0,3.163981390E0,NaN,NaN,9.385687982E2,3.155040003E1
5.833037000E2,5.216065738E1,4.993737029E0,3.163981390E0,NaN,NaN,9.784869907E2,3.156704888E1
5.845990649E2,5.216054131E1,4.993727266E0,3.163981390E0,NaN,NaN,9.686606825E2,3.156803447E1
5.846053970E2,5.216054131E1,4.993727266E0,3.163981390E0,NaN,NaN,9.686607447E2,3.156803447E1
5.846156579E2,5.216054131E1,4.993727266E0,3.163981390E0,NaN,NaN,9.686609402E2,3.156803447E1
5.891324500E2,5.215811769E1,4.994465440E0,3.163981390E0,NaN,NaN,9.079349078E2,3.157745383E1
5.891489580E2,5.215811769E1,4.994465441E0,3.163981390E0,NaN,NaN,9.079353952E2,3.157745383E1
5.891501120E2,5.215811769E1,4.994465441E0,3.163981390E0,NaN,NaN,9.079353974E2,3.157745383E1
5.930932389E2,5.215808889E1,4.994473666E0,3.163981390E0,NaN,NaN,9.359945944E2,3.158551521E1
5.931008630E2,5.215808889E1,4.994473666E0,3.163981390E0,NaN,NaN,9.359946949E2,3.158551521E1
5.950174080E2,5.215751576E1,4.994323328E0,3.163981390E0,NaN,NaN,9.344985089E2,3.158869994E1
5.950290400E2,5.215751576E1,4.994323328E0,3.163981390E0,NaN,NaN,9.344987115E2,3.158869994E1
5.950398669E2,5.215751576E1,4.994323328E0,3.163981390E0,NaN,NaN,9.344989460E2,3.158869994E1
5.950453020E2,5.215751576E1,4.994323328E0,3.163981390E0,NaN,NaN,9.344990063E2,3.158869994E1
5.950467260E2,5.215751576E1,4.994323328E0,3.163981390E0,NaN,NaN,9.344990136E2,3.158869994E1
5.950482460E2,5.215751576E1,4.994323328E0,3.163981390E0,NaN,NaN,9.344990136E2,3.158869994E1
5.950605739E2,5.215751576E1,4.994323328E0,3.163981390E0,NaN,NaN,9.344992994E2,3.158869994E1
5.977291709E2,5.215762070E1,4.999833196E0,3.163981390E0,NaN,NaN,8.630082259E2,3.159075661E1
5.977365270E2,5.215762070E1,4.999833196E0,3.163981390E0,NaN,NaN,8.630083405E2,3.159075661E1
5.977452719E2,5.215762070E1,4.999833197E0,3.163981390E0,NaN,NaN,8.630084811E2,3.159075661E1
6.011716640E2,5.215664417E1,5.001058624E0,3.163981390E0,NaN,NaN,8.501974891E2,3.159857310E1
6.011785029E2,5.215664417E1,5.001058624E0,3.163981390E0,NaN,NaN,8.501975763E2,3.159857310E1
6.011828680E2,5.215664417E1,5.001058624E0,3.163981390E0,NaN,NaN,8.501976165E2,3.159857310E1
6.139662030E2,5.215527364E1,5.002778489E0,3.163981390E0,NaN,NaN,1.050276593E3,3.161319730E1
6.229331809E2,5.215289047E1,5.011901069E0,3.163981390E0,NaN,NaN,1.011165272E3,3.162636423E1
6.229400129E2,5.215289047E1,5.011901069E0,3.163981390E0,NaN,NaN,1.011165352E3,3.162636423E1
6.229424139E2,5.215289047E1,5.011901069E0,3.163981390E0,NaN,NaN,1.011165356E3,3.162636423E1
6.303009360E2,5.215201219E1,5.012278217E0,3.163981390E0,NaN,NaN,1.031549823E3,3.163813036E1
6.303110139E2,5.215201219E1,5.012278217E0,3.163981390E0,NaN,NaN,1.031549983E3,3.163813036E1
6.303198720E2,5.215201219E1,5.012278217E0,3.163981390E0,NaN,NaN,1.031550118E3,3.163813036E1
6.316522620E2,5.215130028E1,5.012699459E0,3.163981390E0,NaN,NaN,1.034574132E3,3.163847835E1
6.316631520E2,5.215130028E1,5.012699459E0,3.163981390E0,NaN,NaN,1.034574311E3,3.163847835E1
6.316666750E2,5.215130028E1,5.012699459E0,3.163981390E0,NaN,NaN,1.034574328E3,3.163847835E1
6.453107209E2,5.214790152E1,5.014882658E0,3.163981390E0,NaN,NaN,1.086594379E3,3.167390806E1
6.453175139E2,5.214790152E1,5.014882658E0,3.163981390E0,NaN,NaN,1.086594437E3,3.167390806E1
6.453290839E2,5.214790152E1,5.014882658E0,3.163981390E0,NaN,NaN,1.086594632E3,3.167390806E1
6.509969749E2,5.214783152E1,5.014927622E0,3.163981390E0,NaN,NaN,1.131512778E3,3.167896679E1
6.510047630E2,5.214783152E1,5.014927622E0,3.163981390E0,NaN,NaN,1.131512859E3,3.167896679E1
6.521092390E2,5.214689894E1,5.017696478E0,3.163981390E0,NaN,NaN,1.060285765E3,3.167916520E1
6.521192000E2,5.214689894E1,5.017696478E0,3.163981390E0,NaN,NaN,1.060285926E3,3.167916520E1
6.521273220E2,5.214689894E1,5.017696478E0,3.163981390E0,NaN,NaN,1.060286036E3,3.167916520E1
6.521314660E2,5.214689894E1,5.017696478E0,3.163981390E0,NaN,NaN,1.060286062E3,3.167916520E1
6.521367660E2,5.214689894E1,5.017696479E0,3.163981390E0,NaN,NaN,1.060286111E3,3.167916520E1
6.521373739E2,5.214689894E1,5.017696479E0,3.163981390E0,NaN,NaN,1.060286111E3,3.167916520E1
6.521380260E2,5.214689894E1,5.017696479E0,3.163981390E0,NaN,NaN,1.060286111E3,3.167916520E1
6.537476170E2,5.214689810E1,5.017698981E0,3.163981390E0,NaN,NaN,1.064560454E3,3.167937563E1
6.581535289E2,5.214689161E1,5.017718249E0,3.163981390E0,NaN,NaN,1.095297348E3,3.168797282E1
6.586848190E2,5.214490672E1,5.021484928E0,3.163981390E0,NaN,NaN,1.014431580E3,3.168804208E1
6.586923079E2,5.214490672E1,5.021484929E0,3.163981390E0,NaN,NaN,1.014431638E3,3.168804208E1
6.587104989E2,5.214490672E1,5.021484930E0,3.163981390E0,NaN,NaN,1.014432038E3,3.168804208E1
6.587111880E2,5.214490672E1,5.021484930E0,3.163981390E0,NaN,NaN,1.014432038E3,3.168804208E1
6.588280109E2,5.214490670E1,5.021484992E0,3.163981390E0,NaN,NaN,1.014454774E3,3.168804281E1
6.873564510E2,5.214093883E1,5.030443190E0,3.163981390E0,NaN,NaN,1.356100047E3,3.174999882E1
6.918122580E2,5.213853309E1,5.031076523E0,3.163981390E0,NaN,NaN,1.375780940E3,3.175146308E1
6.918214740E2,5.213853309E1,5.031076524E0,3.163981390E0,NaN,NaN,1.375781008E3,3.175146308E1
6.918303720E2,5.213853309E1,5.031076524E0,3.163981390E0,NaN,NaN,1.375781090E3,3.175146308E1
6.918363529E2,5.213853309E1,5.031076524E0,3.163981390E0,NaN,NaN,1.375781125E3,3.175146308E1
7.016513129E2,5.213321541E1,5.038702364E0,3.163981390E0,NaN,NaN,1.193940462E3,3.176876684E1
7.016663160E2,5.213321541E1,5.038702365E0,3.163981390E0,NaN,NaN,1.193940740E3,3.176876684E1
7.202099490E2,5.212432648E1,5.040103784E0,3.163981390E0,NaN,NaN,1.240843680E3,3.180530986E1
7.202189270E2,5.212432648E1,5.040103784E0,3.163981390E0,NaN,NaN,1.240843783E3,3.180530986E1
7.202279900E2,5.212432648E1,5.040103784E0,3.163981390E0,NaN,NaN,1.240843855E3,3.180530986E1
7.202329329E2,5.212432648E1,5.040103784E0,3.163981390E0,NaN,NaN,1.240843883E3,3.180530986E1
7.266101919E2,5.212409701E1,5.044673071E0,3.163981390E0,NaN,NaN,1.087529964E3,3.181538628E1
7.266172640E2,5.212409701E1,5.044673071E0,3.163981390E0,NaN,NaN,1.087530010E3,3.181538628E1
7.266260600E2,5.212409701E1,5.044673071E0,3.163981390E0,NaN,NaN,1.087530126E3,3.181538629E1
7.266316559E2,5.212409701E1,5.044673071E0,3.163981390E0,NaN,NaN,1.087530175E3,3.181538629E1
7.314921579E2,5.212417986E1,5.041242094E0,3.163981390E0,NaN,NaN,1.121042152E3,3.182085546E1
7.314999480E2,5.212417986E1,5.041242094E0,3.163981390E0,NaN,NaN,1.121042210E3,3.182085546E1
7.315069560E2,5.212417986E1,5.041242094E0,3.163981390E0,NaN,NaN,1.121042287E3,3.182085546E1
7.381366630E2,5.212234821E1,5.047342254E0,3.163981390E0,NaN,NaN,1.020287607E3,3.183533789E1
7.381423960E2,5.212234821E1,5.047342254E0,3.163981390E0,NaN,NaN,1.020287650E3,3.183533789E1
7.381495559E2,5.212234821E1,5.047342254E0,3.163981390E0,NaN,NaN,1.020287733E3,3.183533789E1
7.541279440E2,5.212172233E1,5.054350267E0,3.163981390E0,NaN,NaN,1.093498905E3,3.185472018E1
7.541392540E2,5.212172233E1,5.054350267E0,3.163981390E0,NaN,NaN,1.093498905E3,3.185472018E1
