Time (s),Accelerometer_X (m/s^2)_kalman,Accelerometer_Y (m/s^2)_kalman,Accelerometer_Z (m/s^2)_kalman,Gyroscope_X (rad/s)_kalman,Gyroscope_Y (rad/s)_kalman,Gyroscope_Z (rad/s)_kalman,Linear Accelerometer_X (m/s^2)_kalman,Linear Accelerometer_Y (m/s^2)_kalman,Linear Accelerometer_Z (m/s^2)_kalman,Magnetometer_X (µT)_kalman,Magnetometer_Y (µT)_kalman,Magnetometer_Z (µT)_kalman,Barometer_X (hPa)_kalman
11,1.0108838562,-9.6358880675,-0.5287903747748,-0.0164060590213599,-0.22398233600526,0.0971114556606,0.02706291853364,0.06604516619654,0.38697941615664,-16.047020416400002,85.1447607424,39.8161842348,1008.741608
12,2.5251934876133957,-9.34789803374283,-0.6892864603446568,-0.06584798113847672,0.2345649014402875,-0.09060830901647371,0.39410386056654856,0.17081554731318754,0.07722082029950422,-20.119599319671217,83.81005325473551,40.352291379271016,1008.7300504599406
13,2.7056304409180325,-9.415645444148,-0.4905941565084444,-0.04316932539144481,0.15585835306169726,0.030023081700074353,0.4136601507575336,0.061652665766805115,0.21506332807588716,-18.68497752604992,84.45138211324648,40.7327253436371,1008.7284380904358
14,2.323336745387977,-9.505007589481108,-0.5407502661147348,-0.028349749123956693,0.02771704057035873,-0.06670605324648486,0.14843899303797442,0.020300553611530894,0.1845589941824524,-20.615998204962057,88.76195549139479,42.45170727902015,1008.7270232645374
15,2.463753991189596,-9.423701117709868,-0.7375212595325075,-0.013295984125684203,0.03018499027627273,-0.031828785544215976,0.08643025407239638,0.03924932256260024,0.029692393889002994,-20.255943381338994,91.46402256029572,43.3181722200107,1008.724963924174
16,2.4678908978497147,-9.434976734594523,-0.8346142303370232,0.014202117776670787,0.014529341442136853,-0.023213482097608994,0.03893100313452145,0.016694106804462976,-0.05417205696797023,-25.13922943100119,84.49063704109008,42.77569013688008,1008.723326721293
17,2.4921538682600306,-9.454523200211051,-0.7567462827316574,-0.0036450125949654584,0.005100283691220559,-0.008593001463627587,0.011431776405103039,-0.007172642085577378,-0.14142765566367946,-30.09636056927148,75.77847375822662,39.73180821737484,1008.7222308707983
18,2.1889462884986175,-9.494391144272049,-0.8216226151551188,0.007148488809539588,-0.03564583536469879,0.010417090050725726,-0.17429760189597016,-0.005852713727421284,-0.19268672556041333,-31.387847595692293,69.78842907968,38.9954459550237,1008.7218061340741
19,2.0242479896807692,-9.552370148648539,-0.902025272085571,-0.006374050985954061,0.004512134034313872,0.005962569199583428,-0.18174604417495807,-0.02528732516752779,-0.2791403287516915,-32.92001058707751,65.74017978344365,38.13161319126468,1008.7215035370283
20,1.9384315355442479,-9.544084362786172,-1.0836154199910746,-0.02205604137286918,0.008491856493927677,-0.019508528410639107,-0.23745449527099935,-0.01688991809566755,-0.34426273658323225,-34.45370060756841,62.109811700628136,38.00657884226671,1008.7210153209744
21,1.9002743264473458,-9.524871830638181,-1.177774125957335,-0.009324509245668626,0.043522694521338064,0.03703255877550571,-0.23472201528204903,-0.00399165561241511,-0.330378969232259,-35.657720777733786,58.64960719250007,37.37303826234118,1008.719626575026
22,1.7722995553843952,-9.542129339448447,-1.2499930852854118,-0.02288399750380325,0.03871739060166399,0.018340415443954493,-0.1814368053555157,-0.0009876120296621375,-0.28229889938722,-34.24090809394462,54.97184694808594,35.280721511195196,1008.7167986629337
23,1.642907839531439,-9.56663890574982,-1.3031553660886102,-0.014025755497847472,0.03142462508575087,0.010019904065745483,-0.14751764391075933,-0.003937823675715017,-0.22014142023867342,-33.412768430230216,52.06747199549288,33.53838832474058,1008.7139544335646
24,1.6482466300753462,-9.556894303008644,-1.3510134930182875,-0.012542319185480927,0.026997971964913527,0.004464433983766593,-0.09305980534569502,0.000724778573149806,-0.15373088639571164,-30.197036023371556,49.808958056303496,33.293116895543335,1008.711096895441
25,1.6894128125291576,-9.555749479547304,-1.366014184321965,-0.004931292057060856,0.01971086447518653,0.0025782596403371378,-0.05191418517934529,0.0017217239542181957,-0.11653718807314983,-28.20577994028945,48.09239249438259,32.59649401622614,1008.7090124821657
26,1.6916303880156067,-9.562301393790081,-1.3488073327281618,-0.0036777404408868293,0.01258588819809579,0.001994486886284218,-0.03188672873307314,-0.0002932242184055529,-0.07449810923505099,-26.82879559192622,46.79329545898147,32.022255327794205,1008.7092647246528
27,1.692172827164187,-9.56256985616035,-1.35032201881091,-0.004370429866355554,0.007393586807156614,0.0024557637621731533,-0.01438958987852735,0.0012730309886016507,-0.049929591091117956,-25.99025951800869,45.787637107929264,31.54722448746614,1008.7140043482013
28,1.6953518720779177,-9.56513645444957,-1.3339995648131662,0.003951270322503418,0.012385172985567001,0.003216502189629468,0.0007278952705760244,0.004315465196678935,-0.04147937174416487,-25.222008689167588,44.96296268897404,31.37170313651703,1008.7231522255495
29,1.6678147746643,-9.580534499349358,-1.2638650999749044,0.0004602104233854035,0.0041711338085644745,0.0064889099554384065,0.00022130284814626778,0.001818958482007445,-0.022943298862667157,-24.77224215123299,44.16820523124525,31.0722668415027,1008.7351874213898
30,1.6287106286975608,-9.593670554423106,-1.2222456717218801,0.0028295115497836243,0.0026616455121717874,0.0023411083143309672,0.011206655149129729,0.00012995405880049707,-0.00024384104857320954,-24.294184312337425,43.588535559253806,31.161661046173847,1008.7466504771826
31,1.6717097011906075,-9.589738014516765,-1.1922835652022818,0.0030007682365348794,0.011169208290458758,-0.009384608889495157,0.0144745820787253,0.0008755335154372691,0.0012226539755809918,-24.70241784269587,43.14688192933711,30.880006530738896,1008.7550166124752
32,1.760014751117367,-9.57717939620402,-1.139381156724927,0.005427147867510555,0.0037688502061627447,-0.007029827959743361,0.014576408684888055,0.003706009904408224,-0.000888686016488847,-24.309028785651975,43.14701856586854,30.93360022512728,1008.7585873869698
33,1.827863561442692,-9.570856491039004,-1.0957474138314331,2.8850295007345345e-05,0.0026141176139043644,-0.0031600292322614483,0.024205731508651653,0.0039212610821948235,0.007791390968511005,-23.67412335316859,43.22051832184898,31.652311803517737,1008.7568239688472
34,1.8453545064326355,-9.566876665089532,-1.0872376102447805,0.004432219681969083,0.002443078980891953,-0.005490756926059126,0.013372332345124627,0.0034301528106212313,0.008452149749071403,-23.33301998094982,43.19108764628494,31.96356450092376,1008.7493328066461
