"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.195488931E2,5.232771786E1,4.976184676E0,-2.478053479E0,2.429759991E0,4.271090891E1,5.191300089E0,3.532608902E0
1.205488924E2,5.232773519E1,4.976211724E0,-2.307158995E0,2.558902828E0,4.789916947E1,5.205719582E0,3.415156473E0
1.215488911E2,5.232774792E1,4.976251189E0,-2.010482765E0,2.720921949E0,5.368887675E1,5.249921693E0,3.282979061E0
1.225488914E2,5.232776188E1,4.976284149E0,-1.534767431E0,2.759999461E0,5.632851958E1,5.123883330E0,3.262658021E0
1.235488894E2,5.232778132E1,4.976315641E0,-2.427207311E0,2.900825981E0,5.514843559E1,5.097001277E0,3.174686149E0
1.245488890E2,5.232779668E1,4.976343298E0,-1.914427813E0,2.778614744E0,5.578528708E1,5.035776115E0,3.108620903E0
1.255488886E2,5.232780608E1,4.976374712E0,-1.918527284E0,2.703026024E0,5.867719227E1,5.059263309E0,3.411849114E0
1.265488871E2,5.232781359E1,4.976410952E0,-1.575568310E0,2.692702387E0,6.265565382E1,5.012102417E0,3.360354332E0
1.275488870E2,5.232782478E1,4.976434927E0,-2.153240561E0,2.524467766E0,6.097815370E1,5.022910905E0,3.473480892E0
1.285488855E2,5.232783264E1,4.976481765E0,-1.025406537E0,2.856767507E0,6.293513402E1,5.047000245E0,3.557127031E0
1.295488849E2,5.232784100E1,4.976513992E0,-1.888339640E0,2.715832563E0,6.250661009E1,5.035621918E0,3.549695620E0
1.305488840E2,5.232785226E1,4.976549306E0,-1.880040913E0,2.720763120E0,6.266030066E1,5.079889666E0,3.496718631E0
1.315488831E2,5.232786616E1,4.976574011E0,-1.889257617E0,2.617683049E0,5.877212237E1,5.099995584E0,3.439705847E0
1.325488819E2,5.232788037E1,4.976604008E0,-1.402125175E0,2.588086563E0,5.535707988E1,4.994885125E0,3.416087448E0
1.335489178E2,5.232788756E1,4.976635433E0,-1.752099926E0,2.487739738E0,5.670534370E1,4.997028344E0,3.265362746E0
1.345489134E2,5.232790197E1,4.976682648E0,-2.116653869E0,3.017975895E0,5.957471970E1,5.024459409E0,3.062004167E0
1.355489132E2,5.232791139E1,4.976711217E0,-1.714994065E0,2.787869833E0,6.081935884E1,4.984555538E0,3.208880399E0
1.365489197E2,5.232792347E1,4.976745326E0,-1.600456796E0,2.718029291E0,5.836997229E1,4.966022828E0,3.306874842E0
1.375489161E2,5.232794077E1,4.976768161E0,-1.294936216E0,2.589454091E0,5.012754945E1,4.887453848E0,3.222291482E0
1.385489149E2,5.232796137E1,4.976791864E0,-1.636971145E0,2.632374185E0,4.496416447E1,4.801328930E0,3.162032575E0
1.395489165E2,5.232797982E1,4.976812762E0,-1.057771293E0,2.558097763E0,4.060050672E1,4.718980218E0,3.132666318E0
1.405489140E2,5.232800539E1,4.976839723E0,-2.282554341E0,2.851259495E0,3.491695913E1,4.776289941E0,3.000000000E0
1.415489136E2,5.232803212E1,4.976847505E0,-1.864368603E0,2.767481117E0,2.536215468E1,4.712486284E0,3.220319014E0
1.425489163E2,5.232805814E1,4.976862662E0,-1.481953044E0,2.844316485E0,2.209354329E1,4.750795928E0,3.465022560E0
1.435489203E2,5.232808693E1,4.976886103E0,-2.259659868E0,3.116964551E0,2.306735705E1,4.832647910E0,3.511937219E0
1.445489237E2,5.232810614E1,4.976897781E0,-1.948297502E0,2.722619098E0,2.312837809E1,4.792515305E0,3.603673019E0
1.455489259E2,5.232812929E1,4.976920720E0,-1.542600888E0,2.946307018E0,2.860901067E1,4.749725991E0,3.514124028E0
1.465489283E2,5.232815127E1,4.976936481E0,-2.034892173E0,2.786733300E0,2.795452789E1,4.728981852E0,3.548998005E0
1.475489278E2,5.232816863E1,4.976960264E0,-2.278433503E0,2.629447514E0,3.135779042E1,4.780317191E0,3.701931949E0
1.485489223E2,5.232819875E1,4.976978596E0,-2.316032978E0,2.974785543E0,2.561789999E1,4.722237001E0,3.703994051E0
1.495489165E2,5.232822953E1,4.977006122E0,-1.890456072E0,3.344511053E0,2.742387631E1,4.755353225E0,3.661847825E0
1.505489115E2,5.232824838E1,4.977031433E0,-2.247507040E0,3.050973203E0,3.172372490E1,4.781702480E0,3.674348027E0
1.515489068E2,5.232827183E1,4.977065480E0,-2.460225927E0,3.272857278E0,3.656459122E1,4.791094268E0,3.597225514E0
1.525489019E2,5.232829332E1,4.977095065E0,-1.784014946E0,3.147742779E0,3.867970607E1,4.713948894E0,3.579271858E0
1.535488976E2,5.232831209E1,4.977136844E0,-2.286903027E0,3.221906886E0,4.503009003E1,4.628453099E0,3.404401555E0
