"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.324796833E0,4.474586844E-1,-5.988973975E-1,1.985169202E-1
3.344863833E0,4.700253308E-1,-4.231836796E-1,2.263954431E-1
3.364930833E0,3.945982456E-1,-3.203319013E-1,2.504297793E-1
3.384997833E0,3.069367707E-1,-3.390225172E-1,2.221685201E-1
3.405063833E0,2.068225592E-1,-5.244112611E-1,1.477404684E-1
3.425130833E0,1.503948122E-1,-7.492594719E-1,1.584750228E-2
3.445197833E0,1.427249759E-1,-5.781389475E-1,-6.626212597E-2
3.465264833E0,-2.736861352E-3,-9.298582375E-2,-6.262852252E-2
3.485330833E0,-3.692215085E-1,2.552371323E-1,-1.524839252E-1
3.505397833E0,-7.725195289E-1,1.621934921E-1,-4.290265739E-1
3.525464833E0,-9.992549419E-1,-1.821556091E-1,-9.015487432E-1
3.545531833E0,-9.164575934E-1,-1.006834283E-1,-1.201738477E0
3.565598833E0,-5.924843550E-1,3.210144937E-1,-1.004129529E0
3.585664833E0,-1.516811550E-1,7.259088159E-1,-3.791309893E-1
3.605731833E0,2.362789661E-1,7.488585711E-1,2.041357011E-1
3.625798833E0,4.298766553E-1,3.886660337E-1,4.031721056E-1
3.645865833E0,3.408989012E-1,-1.035912856E-1,2.493346632E-1
3.665931833E0,1.415701807E-1,-4.351113737E-1,-9.675858915E-2
3.685998833E0,-1.677512750E-2,-3.934143782E-1,-4.656905830E-1
3.706065833E0,-1.532196254E-1,-1.533971876E-1,-6.894833446E-1
3.726132833E0,-1.783552319E-1,2.142308503E-1,-7.139313221E-1
3.746198833E0,-1.250413805E-1,4.908196330E-1,-5.842024088E-1
3.766265833E0,-8.804962784E-2,4.701936543E-1,-4.249641001E-1
3.786332833E0,-9.696052410E-3,2.387074381E-1,-3.153955638E-1
3.806399833E0,9.310828149E-2,-7.525100559E-2,-2.966228127E-1
3.826466833E0,1.385634989E-1,-2.474340200E-1,-3.819352090E-1
3.846532833E0,8.295170963E-2,-2.820654511E-1,-4.803688526E-1
3.866599125E0,4.645743594E-2,-8.774524182E-2,-5.089150071E-1
3.886666125E0,7.078716159E-2,1.682505459E-1,-4.705831409E-1
3.906733125E0,2.059180140E-1,2.590502501E-1,-3.879717886E-1
3.926800125E0,4.552133381E-1,7.964669913E-2,-2.436916232E-1
3.946866125E0,6.622907519E-1,-2.496934086E-1,-6.951554865E-2
3.966933125E0,6.531267762E-1,-4.988757670E-1,7.062093168E-2
3.987000125E0,5.807487965E-1,-5.953343511E-1,1.257268488E-1
4.007067125E0,5.652107596E-1,-3.344410658E-1,1.560498923E-1
4.027133125E0,4.823225141E-1,3.199629188E-1,2.855212688E-1
4.047200125E0,9.227085114E-2,4.712927639E-1,3.576707542E-1
4.067267125E0,-1.888815165E-1,1.801899262E-2,3.568359613E-1
4.087334125E0,-1.004672125E-1,-6.103293896E-1,3.377651870E-1
4.107400125E0,1.591119468E-1,-8.258424997E-1,3.948442340E-1
4.127467125E0,3.896465600E-1,-7.008845210E-1,5.271376371E-1
4.147534125E0,5.701718926E-1,1.228729635E-1,8.206743598E-1
4.167601125E0,4.085323215E-1,7.681351304E-1,1.081524849E0
4.187668125E0,6.407147646E-2,6.441782713E-1,1.071279645E0
4.207734125E0,-9.670990705E-2,-1.045082435E-1,8.386098146E-1
4.227801125E0,1.947911084E-2,-7.075760365E-1,6.021633744E-1
4.247868125E0,9.027463198E-2,-7.525197864E-1,4.899681211E-1
4.267935125E0,2.526627667E-2,-3.130598664E-1,4.960712492E-1
4.288001125E0,-1.559026986E-1,2.740135789E-1,5.478886962E-1
4.308068125E0,-2.067092806E-1,5.203195810E-1,5.791026354E-1
4.328135125E0,2.230179496E-3,4.863888919E-1,5.701776743E-1
4.348202125E0,2.446555346E-1,3.195413053E-1,5.616925955E-1
4.368269125E0,3.641929328E-1,1.367802769E-1,5.644081235E-1
4.388335125E0,4.117045701E-1,1.195882335E-1,5.237882733E-1
4.408402125E0,3.556743562E-1,1.813602298E-1,4.247490168E-1
4.428469125E0,2.581167221E-1,1.729921252E-1,3.190450966E-1
4.448536125E0,3.736568391E-1,2.728499770E-1,2.445564121E-1
4.468602125E0,5.871141553E-1,4.924968481E-1,1.493034661E-1
4.488669125E0,4.975752831E-1,3.788128793E-1,-4.237764701E-2
4.508736125E0,2.028132081E-1,4.802219942E-2,-3.337931931E-1
4.528803125E0,3.101923876E-2,-1.913784444E-1,-6.400077343E-1
4.548869125E0,-6.545889378E-2,-7.234500349E-2,-8.016639948E-1
4.568936125E0,-2.657386661E-1,1.749710590E-1,-6.963554025E-1
4.589003125E0,-6.508952379E-1,6.721591949E-2,-6.911761761E-1
4.609070125E0,-1.151951432E0,-3.581242561E-1,-1.012154937E0
4.629137125E0,-1.448817611E0,-6.277096868E-1,-1.476937413E0
4.649203125E0,-1.224880099E0,-3.442746997E-1,-1.607124925E0
4.669270125E0,-7.095794678E-1,5.307152867E-1,-1.261725783E0
4.689337125E0,-1.056784391E-2,1.028498173E0,-5.303620696E-1
4.709404125E0,1.481379122E-1,4.858416021E-1,2.952849567E-1
4.729470125E0,1.610902548E-1,-3.397785425E-1,6.973190904E-1
4.749537125E0,2.226576954E-1,-6.879197359E-1,5.816826224E-1
4.769604125E0,-3.275120631E-2,-8.260003924E-1,3.473066688E-1
4.789671125E0,-3.104726374E-1,-6.691819429E-1,8.807384223E-2
4.809738125E0,-4.182921350E-1,-6.739847660E-1,-1.892361939E-1
4.829804125E0,-3.712434769E-1,-6.099426150E-1,-3.697656393E-1
4.849871125E0,-2.150476426E-1,-1.189337447E-1,-4.779451489E-1
4.869938333E0,-3.340174258E-2,3.488699496E-1,-5.345261693E-1
4.890005333E0,7.603698224E-2,4.820415080E-1,-4.989891350E-1
4.910071333E0,6.892888248E-2,3.210684061E-1,-4.256357849E-1
4.930138333E0,2.099312842E-2,-9.171926230E-2,-3.984425664E-1
4.950205333E0,4.056441039E-2,-4.142778218E-1,-4.415652752E-1
4.970272333E0,1.497629434E-1,-3.449873626E-1,-5.943818092E-1
4.990338333E0,3.125856221E-1,-2.422453165E-1,-7.775041461E-1
5.010405333E0,4.629338384E-1,-4.845635220E-2,-7.693026662E-1
5.030472333E0,5.392731428E-1,-4.248029739E-2,-5.988484025E-1
5.050539333E0,5.515083075E-1,-1.592742950E-1,-3.338537216E-1
5.070606333E0,5.049807429E-1,-3.029916883E-1,-1.438229680E-1
5.090672333E0,3.904710114E-1,-5.423038080E-2,-1.060746461E-1
